0.8092798158625497,0.01,20
0.916789812215964 ,0.01,40
0.9343701836698202,0.01,60
0.938565741047195 ,0.01,80
0.9402806372632841,0.01,100
0.9417798215625208,0.01,120
0.9422543877795968,0.01,140
0.9425455911607546,0.01,160
0.9430201521431636,0.01,180
0.9435378496926459,0.01,200
0.9376921105466822,0.05,20
0.9411542648556486,0.05,40
0.9413160637702532,0.05,60
0.9418337589932166,0.05,80
0.9419092667431533,0.05,100
0.9421249745885982,0.05,120
0.9421681088291528,0.05,140
0.9420818252256712,0.05,160
0.9420279029173475,0.05,180
0.9419308405521722,0.05,200
0.9407659822420541,0.1,20
0.9406258123912904,0.1,40
0.940464034996985 ,0.1,60
0.9397306202959825,0.1,80
0.9394933398047781,0.1,100
0.9391589905504716,0.1,120
0.938943283868286 ,0.1,140
0.9390942836641573,0.1,160
0.9386089445016845,0.1,180
0.9380696638371079,0.1,200
0.9396981252259922,0.2,20
0.9242859989352918,0.2,40
0.9189472937397986,0.2,60
0.9181814741214099,0.2,80
0.9197776445923302,0.2,100
0.9193246393884197,0.2,120
0.9186127793026557,0.2,140
0.9178577407724795,0.2,160
0.9166498529151536,0.2,180
0.8665851425390614,0.2,200
